Name,IsRandom, NumberFrame, Infor
31,TRUE,1,(-7.599998;14.9;15.6); (0;0;0;0)
32,TRUE,1,(-7.599998;14.9;18.6); (0;0;0;0)
33,TRUE,1,(-7.599998;14.9;21.6); (0;0;0;0)
34,TRUE,1,(-7.599998;14.9;24.6); (0;0;0;0)
35,TRUE,1,(-7.599998;14.9;27.6); (0;0;0;0)
36,TRUE,1,(-7.599998;14.9;30.6); (0;0;0;0)
37,TRUE,1,(-7.599998;14.9;33.6); (0;0;0;0)
38,TRUE,1,(-7.599998;14.9;36.6); (0;0;0;0)
39,TRUE,1,(-7.599998;14.9;39.6); (0;0;0;0)
40,TRUE,1,(-10.6;14.9;12.6); (0;0;0;0)
41,TRUE,1,(-10.6;14.9;15.6); (0;0;0;0)
42,TRUE,1,(-10.6;14.9;18.6); (0;0;0;0)
43,TRUE,1,(-10.6;14.9;21.6); (0;0;0;0)
44,TRUE,1,(-10.6;14.9;24.6); (0;0;0;0)
45,TRUE,1,(-10.6;14.9;27.6); (0;0;0;0)
46,TRUE,1,(-10.6;14.9;30.6); (0;0;0;0)
47,TRUE,1,(-10.6;14.9;33.6); (0;0;0;0)
48,TRUE,1,(-10.6;14.9;36.6); (0;0;0;0)
49,TRUE,1,(-10.6;14.9;39.6); (0;0;0;0)
50,TRUE,1,(-13.6;14.9;12.6); (0;0;0;0)
51,TRUE,1,(-13.6;14.9;15.6); (0;0;0;0)
52,TRUE,1,(-13.6;14.9;18.6); (0;0;0;0)
53,TRUE,1,(-13.6;14.9;21.6); (0;0;0;0)
54,TRUE,1,(-13.6;14.9;24.6); (0;0;0;0)
55,TRUE,1,(-13.6;14.9;27.6); (0;0;0;0)
56,TRUE,1,(-13.6;14.9;30.6); (0;0;0;0)
57,TRUE,1,(-13.6;14.9;33.6); (0;0;0;0)
58,TRUE,1,(-13.6;14.9;36.6); (0;0;0;0)
59,TRUE,1,(-13.6;14.9;39.6); (0;0;0;0)
60,TRUE,1,(-16.6;14.9;12.6); (0;0;0;0)
61,TRUE,1,(-16.6;14.9;15.6); (0;0;0;0)
62,TRUE,1,(-16.6;14.9;18.6); (0;0;0;0)
63,TRUE,1,(-16.6;14.9;21.6); (0;0;0;0)
64,TRUE,1,(-16.6;14.9;24.6); (0;0;0;0)
65,TRUE,1,(-16.6;14.9;27.6); (0;0;0;0)
66,TRUE,1,(-16.6;14.9;30.6); (0;0;0;0)
67,TRUE,1,(-16.6;14.9;33.6); (0;0;0;0)
68,TRUE,1,(-16.6;14.9;36.6); (0;0;0;0)
69,TRUE,1,(-16.6;14.9;39.6); (0;0;0;0)
70,TRUE,1,(-19.6;14.9;12.6); (0;0;0;0)
71,TRUE,1,(-19.6;14.9;15.6); (0;0;0;0)
72,TRUE,1,(-19.6;14.9;18.6); (0;0;0;0)
73,TRUE,1,(-19.6;14.9;21.6); (0;0;0;0)
74,TRUE,1,(-19.6;14.9;24.6); (0;0;0;0)
75,TRUE,1,(-19.6;14.9;27.6); (0;0;0;0)
76,TRUE,1,(-19.6;14.9;30.6); (0;0;0;0)
77,TRUE,1,(-19.6;14.9;33.6); (0;0;0;0)
78,TRUE,1,(-19.6;14.9;36.6); (0;0;0;0)
79,TRUE,1,(-19.6;14.9;39.6); (0;0;0;0)
80,TRUE,1,(-22.6;14.9;21.42); (0;0;0;0)
81,TRUE,1,(-22.6;14.9;24.42); (0;0;0;0)
82,TRUE,1,(-22.6;14.9;27.42); (0;0;0;0)
83,TRUE,1,(-22.6;14.9;30.42); (0;0;0;0)
84,TRUE,1,(-22.6;14.9;33.42); (0;0;0;0)
